
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |      Rel. |    Aki    | Acc. |           Ei           Ek           |            Lower level             |             Upper level             |Type|
             Wavelength |      Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------------|-------------------------------------|    |
              Vac (nm)  |           |           |      |                                     | Conf.     | Term                   | Conf.     | Term                    |    |
             170.7119   |      1500 | 2.3e+06   |      |     4.4032520    -     11.6660241   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<5/2>,3P<2>)*        |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             170.8806   |        10 | 2.1e+08   |      |    13.7132031    -     20.9687937   | 5d9.6s.6p | (2D<3/2>,3P<2>)*       | 5d9.6p2   | (2D<5/2>,1D<2>)         |    |
             171.1738   |       600 | 1.6e+06   |      |     6.2680912    -     13.5112682   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<5/2>,1P<1>)*        |    |
             171.2874   |        30 | 4.8e+07   |      |    10.6847690    -     17.9231321   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,3/2]  |    |
             171.8416   |        12 | 6.0e+07   |      |    12.0383412    -     19.2533690   | 5d9.6s.6p | (2D<3/2>,3P<0>)*       | 5d9.6p2   | (2D<5/2>,3P<1>)         |    |
             173.1823   |       700 | 1.3e+07   |      |     6.2680912    -     13.4272628   | 5d9.6s2   | 2D                     | 5d10.7p   | 2P*                     |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             175.4112   |        30 | 1.8e+07   |      |     9.8821926    -     16.9503896   | 5d9.6s.6p | (2D<5/2>,3P<0>)*       | 5d9.6s.7s | [(2D<5/2>,1/2)<3>,1/2]  |    |
             178.7598   |         5 | 1.8e+08   |      |    13.5112682    -     20.4470659   | 5d9.6s.6p | (2D<5/2>,1P<1>)*       | 5d9.6s.6d | [(2D<3/2>,1/2)<2>,5/2]  |    |
             179.2775   |       20h |           |      |                                     |           |                        |           |                         |    |
             179.3921   |       500 | 2.6e+06   |      |     6.2680912    -     13.1794455   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<3/2>,3P<2>)*        |    |
             179.8650   |      5000 | 3.1e+08   |      |     9.8821926    -     16.7753837   | 5d9.6s.6p | (2D<5/2>,3P<0>)*       | 5d9.6s.7s | [(2D<5/2>,1/2)<3>,1/2]  |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
